Comment.id|Post.id
824633720934|824633720933
824633720935|824633720933
618475291040|618475291039
618475291041|618475291039
618475291042|618475291039
618475291043|618475291039
618475291044|618475291039
618475291045|618475291039
618475291051|618475291039
618475291052|618475291039
618475291054|618475291039
618475291056|618475291039
618475291057|618475291039
618475291058|618475291039
962072674740|962072674739
962072674741|962072674739
962072674742|962072674739
962072674744|962072674739
962072674746|962072674739
824633721276|824633721275
824633721277|824633721275
824633721279|824633721275
824633721281|824633721275
824633721282|824633721275
893353198020|893353198019
893353198021|893353198019
893353198022|893353198019
893353198025|893353198019
893353198031|893353198019
893353198036|893353198035
893353198037|893353198035
893353198038|893353198035
893353198039|893353198035
893353198041|893353198035
893353198042|893353198035
549755815266|549755815265
549755815267|549755815265
549755815269|549755815265
549755815272|549755815265
549755815273|549755815265
893353198955|893353198954
893353198956|893353198954
893353198957|893353198954
893353198958|893353198954
893353198959|893353198954
893353198963|893353198954
893353198968|893353198967
1030792152443|1030792152442
1030792152444|1030792152442
1030792152445|1030792152442
1030792152446|1030792152442
1030792152450|1030792152442
1030792152453|1030792152442
1030792152457|1030792152442
1030792152458|1030792152442
412316861836|412316861835
412316861837|412316861835
412316861838|412316861835
412316861839|412316861835
412316861844|412316861835
412316861845|412316861835
412316861847|412316861835
412316861848|412316861835
412316861850|412316861835
412316861851|412316861835
549755815326|549755815325
549755815327|549755815325
549755815328|549755815325
755914245538|755914245537
755914245539|755914245537
755914245540|755914245537
755914245541|755914245537
755914245542|755914245537
755914245543|755914245537
755914245545|755914245537
755914245547|755914245537
755914246179|755914246178
755914246180|755914246178
755914246181|755914246178
755914246182|755914246178
755914246183|755914246178
755914246189|755914246178
755914246190|755914246178
755914246191|755914246178
755914246521|755914246520
755914246522|755914246520
755914246523|755914246520
755914246524|755914246520
755914246525|755914246520
755914246527|755914246520
1030792153478|1030792153477
1030792153479|1030792153477
1030792153480|1030792153477
1030792153481|1030792153477
1030792153482|1030792153477
1030792153483|1030792153477
1030792153484|1030792153477
893353200014|893353200013
893353200015|893353200013
893353200016|893353200013
893353200017|893353200013
893353200018|893353200013
893353200019|893353200013
893353200022|893353200013
893353200024|893353200013
893353200028|893353200013
962072676768|962072676767
962072676769|962072676767
893353200035|893353200034
893353200036|893353200034
893353200037|893353200034
893353200038|893353200034
893353200039|893353200034
893353200040|893353200034
893353200043|893353200034
893353200044|893353200034
687194770314|687194770313
687194770316|687194770313
687194770318|687194770313
412316863376|412316863375
412316863377|412316863375
412316863378|412316863375
687194770329|687194770328
687194770330|687194770328
687194770331|687194770328
687194770332|687194770328
962072677495|962072677494
962072677496|962072677494
962072677497|962072677494
962072677498|962072677494
962072677499|962072677494
962072677500|962072677494
962072677507|962072677494
755914247302|755914247301
755914247303|755914247301
755914247304|755914247301
755914247308|755914247301
755914247309|755914247301
824633724047|824633724046
824633724048|824633724046
824633724052|824633724046
824633724053|824633724046
824633724054|824633724046
824633724058|824633724046
824633724060|824633724046
824633724063|824633724062
824633724064|824633724062
824633724065|824633724062
824633724066|824633724062
824633724067|824633724062
824633724068|824633724062
893353200938|893353200937
893353200939|893353200937
893353200940|893353200937
893353200942|893353200937
893353200943|893353200937
1030792154420|1030792154419
1030792154429|1030792154419
412316863810|412316863809
412316863811|412316863809
412316863812|412316863809
412316863813|412316863809
412316863814|412316863809
412316863817|412316863809
824633724243|824633724242
824633724244|824633724242
824633724245|824633724242
824633724246|824633724242
824633724247|824633724242
824633724248|824633724242
755914247516|755914247515
755914247517|755914247515
755914247518|755914247515
755914247519|755914247515
755914247520|755914247515
343597387107|343597387106
343597387108|343597387106
274877910374|274877910373
274877910375|274877910373
274877910376|274877910373
274877910377|274877910373
274877910378|274877910373
274877910379|274877910373
274877910382|274877910373
274877910383|274877910373
274877910385|274877910373
274877910386|274877910373
755914247540|755914247539
755914247541|755914247539
755914247543|755914247539
755914247544|755914247539
755914247546|755914247539
755914247547|755914247539
755914247548|755914247539
687194770814|687194770813
687194770815|687194770813
893353201025|893353201024
893353201026|893353201024
412316863876|412316863875
412316863879|412316863875
412316863882|412316863875
412316863883|412316863875
412316863885|412316863875
412316863888|412316863875
412316863913|412316863912
412316863914|412316863912
412316863915|412316863912
412316863916|412316863912
962072677808|962072677807
962072677809|962072677807
962072677810|962072677807
962072677811|962072677807
962072677812|962072677807
962072677817|962072677807
962072677818|962072677807
962072677819|962072677807
962072677820|962072677807
755914247614|755914247613
755914247615|755914247613
755914247616|755914247613
755914247628|755914247613
687194770894|687194770893
687194770895|687194770893
687194770896|687194770893
687194770897|687194770893
687194770898|687194770893
687194770899|687194770893
687194770900|687194770893
687194770904|687194770893
687194770905|687194770893
618475294174|618475294173
618475294175|618475294173
618475294176|618475294173
618475294178|618475294173
618475294180|618475294173
481036340711|481036340710
481036340712|481036340710
481036340713|481036340710
481036340714|481036340710
481036340717|481036340710
481036340724|481036340710
274877910522|274877910521
274877910523|274877910521
274877910524|274877910521
274877910525|274877910521
274877910528|274877910521
274877910529|274877910521
549755817481|549755817480
549755817482|549755817480
549755817483|549755817480
549755817484|549755817480
274877910543|274877910542
274877910544|274877910542
274877910545|274877910542
274877910546|274877910542
274877910547|274877910542
274877910548|274877910542
274877910551|274877910542
274877910552|274877910542
274877910554|274877910542
274877910558|274877910542
274877910559|274877910542
549755817506|549755817505
549755817507|549755817505
824633724453|824633724452
824633724454|824633724452
824633724455|824633724452
824633724456|824633724452
755914247722|755914247721
755914247724|755914247721
824633724464|824633724463
824633724465|824633724463
824633724468|824633724463
824633724475|824633724463
755914247741|755914247740
755914247743|755914247740
755914247745|755914247740
755914247748|755914247740
755914247752|755914247751
755914247753|755914247751
755914247754|755914247751
755914247755|755914247751
824633724493|824633724492
824633724494|824633724492
824633724497|824633724492
824633724498|824633724492
824633724499|824633724492
824633724502|824633724492
824633724503|824633724492
824633724504|824633724492
755914247770|755914247769
824633724508|824633724507
824633724509|824633724507
824633724511|824633724510
824633724512|824633724510
824633724516|824633724515
824633724517|824633724515
824633724520|824633724515
824633724521|824633724515
824633724526|824633724515
824633724532|824633724531
824633724534|824633724531
824633724536|824633724531
824633724537|824633724531
755914247804|755914247803
755914247805|755914247803
755914247806|755914247803
755914247807|755914247803
755914247810|755914247803
755914247818|755914247817
824633724556|824633724555
824633724557|824633724555
343597387436|343597387435
343597387437|343597387435
343597387438|343597387435
343597387439|343597387435
343597387440|343597387435
343597387441|343597387435
343597387446|343597387435
343597387449|343597387435
343597387458|343597387457
343597387465|343597387457
824633724625|824633724624
824633724627|824633724624
412316864215|412316864214
412316864216|412316864214
412316864222|412316864214
412316864225|412316864214
412316864227|412316864214
412316864229|412316864214
343597387500|343597387499
343597387501|343597387499
343597387504|343597387499
274877910770|274877910769
274877910771|274877910769
274877910772|274877910769
412316864246|412316864245
412316864247|412316864245
412316864248|412316864245
412316864249|412316864245
893353201403|893353201402
893353201404|893353201402
824633725016|824633725015
824633725017|824633725015
824633725018|824633725015
824633725019|824633725015
824633725021|824633725015
824633725025|824633725024
824633725026|824633725024
824633725027|824633725024
824633725028|824633725024
824633725029|824633725024
824633725030|824633725024
824633725031|824633725024
824633725034|824633725024
824633725037|824633725024
687194771573|687194771572
1030792155645|1030792155644
1030792155647|1030792155646
1030792155648|1030792155646
1030792155649|1030792155646
1030792155650|1030792155646
1030792155652|1030792155646
1030792155656|1030792155646
1030792155658|1030792155646
1030792155660|1030792155659
1030792155661|1030792155659
1030792155663|1030792155659
1030792155664|1030792155659
1030792155665|1030792155659
1030792155667|1030792155659
618475295254|618475295253
618475295255|618475295253
618475295257|618475295253
618475295259|618475295253
618475295260|618475295253
618475295261|618475295253
618475295270|618475295253
618475295271|618475295253
618475295272|618475295253
549755818552|549755818551
549755818553|549755818551
549755818555|549755818551
893353202256|893353202255
893353202257|893353202255
893353202258|893353202255
893353202259|893353202255
893353202260|893353202255
893353202263|893353202255
893353202264|893353202255
893353202266|893353202255
687194772063|687194772062
687194772064|687194772062
687194772065|687194772062
687194772067|687194772062
687194772070|687194772062
893353202280|893353202279
893353202281|893353202279
893353202282|893353202279
893353202283|893353202279
893353202284|893353202279
893353202285|893353202279
893353202286|893353202279
893353202291|893353202279
687194772089|687194772088
687194772090|687194772088
687194772091|687194772088
687194772093|687194772088
687194772094|687194772088
687194772095|687194772088
687194772097|687194772088
687194772100|687194772088
687194772105|687194772088
687194772107|687194772106
687194772108|687194772106
687194772114|687194772113
687194772115|687194772113
824633725780|824633725779
824633725782|824633725781
824633725784|824633725781
824633725788|824633725781
893353202538|893353202537
893353202541|893353202537
893353202544|893353202537
893353202545|893353202537
893353202548|893353202547
893353202550|893353202547
893353202554|893353202553
893353202555|893353202553
962072679293|962072679292
962072679294|962072679292
962072679295|962072679292
962072679296|962072679292
962072679301|962072679292
962072679307|962072679292
893353202612|893353202611
893353202613|893353202611
893353202615|893353202611
893353202617|893353202611
893353202626|893353202611
824633725893|824633725892
1030792156159|1030792156158
1030792156160|1030792156158
1030792156161|1030792156158
1030792156162|1030792156158
1030792156163|1030792156158
1030792156164|1030792156158
1030792156165|1030792156158
1030792156203|1030792156202
1030792156204|1030792156202
1030792156205|1030792156202
1030792156206|1030792156202
1030792156210|1030792156209
1030792156211|1030792156209
1030792156250|1030792156249
1030792156253|1030792156249
1030792156254|1030792156249
1030792156259|1030792156249
962072679569|962072679568
962072679570|962072679568
962072679571|962072679568
1030792156324|1030792156323
1030792156325|1030792156323
1030792156326|1030792156323
1030792156327|1030792156323
1030792156328|1030792156323
1030792156329|1030792156323
1030792156330|1030792156323
1030792156331|1030792156323
1030792156332|1030792156323
893353202863|893353202862
893353202864|893353202862
893353202865|893353202862
893353202866|893353202862
893353202867|893353202862
893353202868|893353202862
893353202869|893353202862
893353202873|893353202862
893353202875|893353202862
893353202876|893353202862
1030792156350|1030792156349
1030792156351|1030792156349
1030792156352|1030792156349
1030792156354|1030792156353
1030792156355|1030792156353
824633726149|824633726148
824633726151|824633726148
824633726154|824633726148
824633726155|824633726148
824633726159|824633726148
824633726160|824633726148
1030792156393|1030792156392
1030792156394|1030792156392
1030792156395|1030792156392
1030792156396|1030792156392
1030792156397|1030792156392
1030792156399|1030792156392
1030792156403|1030792156392
1030792156405|1030792156392
1030792156410|1030792156392
893353202962|893353202961
893353202963|893353202961
893353202964|893353202961
893353202966|893353202961
893353202967|893353202961
893353202968|893353202961
893353202969|893353202961
824633726442|824633726441
824633726443|824633726441
824633726444|824633726441
824633726445|824633726441
824633726446|824633726441
824633726447|824633726441
824633726448|824633726441
824633726449|824633726441
824633726450|824633726441
824633726451|824633726441
824633726458|824633726457
824633726459|824633726457
824633726460|824633726457
824633726461|824633726457
824633726462|824633726457
824633726463|824633726457
1030792156673|1030792156672
1030792156674|1030792156672
1030792156677|1030792156672
1030792156679|1030792156672
1030792156684|1030792156672
824633726483|824633726482
824633726484|824633726482
824633726485|824633726482
824633726487|824633726482
824633726489|824633726482
824633726490|824633726482
824633726492|824633726482
824633726504|824633726503
824633726505|824633726503
824633726506|824633726503
824633726508|824633726503
824633726509|824633726503
824633726511|824633726503
824633726512|824633726503
893353203253|893353203252
893353203254|893353203252
893353203255|893353203252
893353203257|893353203252
893353203258|893353203252
893353203261|893353203252
893353203263|893353203252
893353203284|893353203283
893353203285|893353203283
893353203286|893353203283
893353203287|893353203283
893353203288|893353203283
893353203289|893353203283
893353203290|893353203283
893353203297|893353203283
1030792156932|1030792156931
962072680220|962072680219
962072680221|962072680219
962072680222|962072680219
962072680224|962072680219
962072680225|962072680219
962072680227|962072680219
962072680228|962072680219
824633726759|824633726758
824633726760|824633726758
824633726761|824633726758
824633726762|824633726758
824633726763|824633726758
824633726764|824633726758
824633726766|824633726758
1030792156998|1030792156997
1030792156999|1030792156997
1030792157000|1030792156997
1030792157064|1030792157063
1030792157065|1030792157063
1030792157066|1030792157063
1030792157067|1030792157063
1030792157068|1030792157063
1030792157069|1030792157063
1030792157070|1030792157063
1030792157071|1030792157063
1030792157075|1030792157063
1030792157133|1030792157132
1030792157135|1030792157132
1030792157136|1030792157132
1030792157137|1030792157132
1030792157138|1030792157132
1030792157140|1030792157132
1030792157145|1030792157132
1030792157149|1030792157132
1030792157190|1030792157189
1030792157191|1030792157189
1030792157193|1030792157189
1030792157197|1030792157189
1030792157198|1030792157189
1030792157201|1030792157189
1030792157204|1030792157189
893353203736|893353203735
893353203739|893353203735
893353203741|893353203735
893353203748|893353203735
824633727040|824633727039
824633727041|824633727039
824633727042|824633727039
824633727043|824633727039
824633727044|824633727039
824633727052|824633727039
962072680529|962072680528
962072680530|962072680528
962072680531|962072680528
962072680535|962072680528
962072680537|962072680536
962072680539|962072680536
962072680541|962072680536
962072680543|962072680536
962072680544|962072680536
962072680551|962072680550
962072680553|962072680552
962072680554|962072680552
962072680555|962072680552
962072680556|962072680552
962072680561|962072680552
962072680562|962072680552
962072680567|962072680552
962072680572|962072680571
962072680573|962072680571
962072680574|962072680571
962072680575|962072680571
962072680576|962072680571
962072680577|962072680571
962072680582|962072680571
962072680584|962072680571
962072680587|962072680571
962072680588|962072680571
962072680589|962072680571
824633727119|824633727118
824633727120|824633727118
824633727121|824633727118
824633727122|824633727118
824633727123|824633727118
824633727124|824633727118
824633727125|824633727118
824633727126|824633727118
824633727127|824633727118
824633727128|824633727118
824633727129|824633727118
824633727130|824633727118
824633727131|824633727118
824633727132|824633727118
824633727134|824633727133
824633727135|824633727133
824633727136|824633727133
962072680610|962072680609
962072680611|962072680609
962072680615|962072680609
962072680616|962072680609
962072680617|962072680609
962072680619|962072680609
962072680620|962072680609
962072680624|962072680609
824633727156|824633727155
824633727157|824633727155
824633727158|824633727155
824633727159|824633727155
824633727160|824633727155
824633727162|824633727155
824633727164|824633727155
824633727166|824633727155
824633727167|824633727155
962072680642|962072680641
962072680643|962072680641
962072680644|962072680641
962072680647|962072680646
962072680648|962072680646
962072680649|962072680646
962072680652|962072680646
962072680654|962072680646
962072680658|962072680657
962072680668|962072680667
962072680669|962072680667
962072680670|962072680667
962072680671|962072680667
962072680672|962072680667
962072680674|962072680667
962072680675|962072680667
962072680678|962072680677
962072680679|962072680677
962072680680|962072680677
962072680681|962072680677
962072680688|962072680677
962072680691|962072680677
962072680694|962072680693
962072680695|962072680693
962072680696|962072680693
962072680697|962072680693
962072680698|962072680693
962072680700|962072680693
962072680701|962072680693
962072680703|962072680693
962072680706|962072680693
962072680708|962072680693
824633727242|824633727241
824633727243|824633727241
824633727245|824633727241
962072680961|962072680960
962072680962|962072680960
962072680963|962072680960
962072680964|962072680960
962072680965|962072680960
962072680966|962072680960
962072680967|962072680960
893353204369|893353204368
893353204370|893353204368
893353204371|893353204368
893353204372|893353204368
893353204377|893353204376
893353204379|893353204376
893353204381|893353204376
893353204382|893353204376
962072681131|962072681130
962072681132|962072681130
962072681134|962072681130
962072681135|962072681130
962072681136|962072681130
962072681137|962072681130
962072681339|962072681338
962072681340|962072681338
962072681341|962072681338
962072681342|962072681338
962072681343|962072681338
962072681344|962072681338
962072681345|962072681338
962072681346|962072681338
962072681347|962072681338
687194774406|687194774405
687194774407|687194774405
687194774408|687194774405
687194774409|687194774405
1099511634848|1099511634847
1099511634849|1099511634847
1099511634850|1099511634847
1099511634851|1099511634847
1099511634852|1099511634847
1099511634855|1099511634847
1099511634857|1099511634847
1099511634859|1099511634847
1099511634860|1099511634847
1030792158164|1030792158163
1030792158165|1030792158163
1030792158166|1030792158163
1030792158167|1030792158163
1030792158168|1030792158163
1030792158170|1030792158163
1030792158171|1030792158163
1030792158174|1030792158163
1030792158175|1030792158163
1030792158177|1030792158163
1030792158179|1030792158163
1030792158182|1030792158163
962072681853|962072681852
962072681854|962072681852
962072681855|962072681852
962072681857|962072681852
893353205123|893353205122
893353205124|893353205122
824633728394|824633728393
824633728395|824633728393
824633728396|824633728393
824633728398|824633728393
824633728399|824633728393
824633728401|824633728393
824633728402|824633728393
824633728405|824633728393
893353205147|893353205146
893353205150|893353205146
687194774944|687194774943
687194774945|687194774943
687194774947|687194774943
687194774948|687194774943
687194774949|687194774943
687194774950|687194774943
687194774954|687194774953
687194774955|687194774953
687194774956|687194774953
687194774961|687194774960
687194774962|687194774960
687194774963|687194774960
687194774964|687194774960
687194774966|687194774960
1030792158649|1030792158648
1030792158650|1030792158648
1030792158651|1030792158648
1030792158652|1030792158648
1030792158653|1030792158648
962072681919|962072681918
962072681920|962072681918
343597391298|343597391297
343597391299|343597391297
343597391300|343597391297
824633728454|824633728453
893353205192|893353205191
893353205193|893353205191
893353205195|893353205191
893353205202|893353205191
962072681943|962072681942
962072681944|962072681942
962072681952|962072681942
206158437862|206158437861
274877914613|274877914612
274877914614|274877914612
274877914615|274877914612
274877914616|274877914612
274877914619|274877914612
274877914628|274877914627
274877914629|274877914627
274877914630|274877914627
274877914631|274877914627
274877914633|274877914627
1030792159476|1030792159475
1030792159477|1030792159475
1030792159478|1030792159475
1030792159480|1030792159475
1030792159481|1030792159475
1030792159483|1030792159475
1030792159501|1030792159500
1030792159502|1030792159500
1030792159503|1030792159500
1030792159504|1030792159500
618475299102|618475299101
962072682784|962072682783
962072682786|962072682783
962072682788|962072682783
962072683007|962072683006
962072683008|962072683006
962072683009|962072683006
962072683010|962072683006
962072683011|962072683006
962072683012|962072683006
962072683013|962072683006
962072683014|962072683006
962072683015|962072683006
962072683016|962072683006
824633729546|824633729545
824633729547|824633729545
824633729549|824633729545
824633729552|824633729545
824633729553|824633729545
824633729555|824633729545
481036345880|481036345879
481036345882|481036345879
481036345884|481036345879
481036345886|481036345879
481036345888|481036345879
481036345889|481036345879
824633729973|824633729972
824633729974|824633729972
824633729975|824633729972
824633729976|824633729972
824633729977|824633729972
824633729978|824633729972
824633729979|824633729972
824633729980|824633729972
824633729983|824633729972
824633729985|824633729972
1030792160200|1030792160199
1030792160201|1030792160199
1030792160202|1030792160199
1030792160203|1030792160199
1030792160204|1030792160199
1030792160205|1030792160199
1030792160206|1030792160199
1030792160208|1030792160199
1030792160210|1030792160199
1030792160211|1030792160199
1030792160215|1030792160199
481036346331|481036346330
481036346332|481036346330
481036346333|481036346330
481036346334|481036346330
481036346335|481036346330
481036346336|481036346330
481036346337|481036346330
481036346344|481036346330
481036346346|481036346330
1030792160236|1030792160235
1030792160246|1030792160245
1030792160248|1030792160245
1030792160250|1030792160245
1030792160251|1030792160245
755914253310|755914253309
755914253311|755914253309
755914253312|755914253309
755914253313|755914253309
755914253315|755914253309
755914253318|755914253309
755914253319|755914253309
755914253321|755914253309
755914253324|755914253309
687194776591|687194776590
687194776593|687194776592
687194776594|687194776592
687194776595|687194776592
687194776598|687194776592
687194776599|687194776592
687194776600|687194776592
687194776601|687194776592
687194776602|687194776592
687194776603|687194776592
687194776606|687194776592
687194776608|687194776607
687194776609|687194776607
687194776611|687194776607
687194776622|687194776621
687194776623|687194776621
687194776624|687194776621
687194776625|687194776621
687194776628|687194776627
687194776629|687194776627
687194776630|687194776627
687194776632|687194776631
687194776633|687194776631
687194776634|687194776631
687194776635|687194776631
687194776636|687194776631
1099511637315|1099511637314
1099511637316|1099511637314
1099511637318|1099511637314
1099511637321|1099511637314
1099511637322|1099511637314
412316869964|412316869963
412316869965|412316869963
412316869966|412316869963
412316869967|412316869963
412316869968|412316869963
412316869969|412316869963
412316869973|412316869963
1030792160604|1030792160603
1030792160605|1030792160603
1030792160606|1030792160603
1030792160607|1030792160603
412316869985|412316869984
412316869986|412316869984
412316869988|412316869984
412316869989|412316869984
412316869994|412316869984
412316869995|412316869984
412316869997|412316869984
412316870000|412316869984
412316870003|412316870002
412316870004|412316870002
412316870006|412316870002
412316870009|412316870002
412316870010|412316870002
412316870011|412316870002
1030792160956|1030792160955
1030792160957|1030792160955
1030792160958|1030792160955
1030792160960|1030792160955
1030792160962|1030792160955
687194777297|687194777296
687194777298|687194777296
687194777308|687194777307
687194777309|687194777307
687194777310|687194777307
687194777312|687194777307
687194777315|687194777307
687194777317|687194777307
687194777320|687194777307
687194777326|687194777325
687194777327|687194777325
687194777332|687194777325
687194777343|687194777342
687194777344|687194777342
687194777345|687194777342
687194777351|687194777342
687194777354|687194777342
687194777363|687194777362
687194777364|687194777362
687194777365|687194777362
687194777366|687194777362
687194777367|687194777362
687194777371|687194777370
687194777373|687194777372
687194777374|687194777372
687194777375|687194777372
687194777376|687194777372
687194777378|687194777372
687194777383|687194777372
687194777385|687194777372
687194777389|687194777388
687194777390|687194777388
618475301190|618475301189
618475301191|618475301189
618475301192|618475301189
618475301195|618475301189
206158441125|206158441124
1099511638697|1099511638696
687194778283|687194778282
687194778284|687194778282
687194778285|687194778282
687194778287|687194778286
687194778288|687194778286
687194778290|687194778286
687194778291|687194778286
687194778303|687194778286
687194778305|687194778304
687194778307|687194778306
687194778308|687194778306
687194778309|687194778306
687194778310|687194778306
687194778311|687194778306
687194778313|687194778306
687194778314|687194778306
687194778924|687194778923
687194778925|687194778923
687194778926|687194778923
687194778927|687194778923
687194778928|687194778923
687194778929|687194778923
687194778935|687194778923
687194778940|687194778923
549755825470|549755825469
549755825471|549755825469
549755825472|549755825469
549755825473|549755825469
549755825474|549755825469
549755825475|549755825469
549755825477|549755825469
343597395272|343597395271
343597395273|343597395271
687194778956|687194778955
687194778957|687194778955
687194778960|687194778955
687194778962|687194778955
687194778968|687194778967
687194778969|687194778967
687194778970|687194778967
687194778973|687194778967
687194778975|687194778967
687194778976|687194778967
549755825509|549755825508
962072686186|962072686185
962072686187|962072686185
412316872348|412316872347
412316872350|412316872347
412316872352|412316872347
412316872357|412316872347
412316872364|412316872347
412316872369|412316872368
412316872370|412316872368
412316872371|412316872368
412316872372|412316872368
412316872374|412316872368
412316872378|412316872368
412316872379|412316872368
412316872381|412316872380
412316872382|412316872380
481036349127|481036349126
481036349128|481036349126
481036349129|481036349126
481036349130|481036349126
481036349131|481036349126
481036349132|481036349126
481036349133|481036349126
481036349134|481036349126
481036349135|481036349126
481036349137|481036349126
481036349138|481036349126
481036349139|481036349126
481036349140|481036349126
481036349142|481036349126
412316872408|412316872407
412316872409|412316872407
412316872412|412316872407
412316872415|412316872407
412316872416|412316872407
412316872418|412316872417
412316872419|412316872417
412316872420|412316872417
412316872421|412316872417
412316872423|412316872422
412316872426|412316872422
412316872427|412316872422
412316872429|412316872422
412316872431|412316872422
