Forum.id|Tag.id
824633720832|1524
824633720832|2041
824633720832|14812
1030792151041|14812
1099511627778|14812
1030792151043|1524
824633720836|2041
962072674310|2041
893353197576|1524
549755813900|275
549755813900|784
549755813900|1762
549755813900|1990
549755813900|2856
549755813900|11633
549755813900|11872
618475290637|1429
618475290637|5721
618475290637|6365
206158430222|206
206158430222|299
206158430222|449
206158430222|469
206158430222|545
206158430222|565
206158430222|573
206158430222|579
206158430222|596
206158430222|974
206158430222|1021
206158430222|1022
206158430222|1164
206158430222|1170
206158430222|1171
206158430222|1176
206158430222|1178
206158430222|1186
206158430222|1191
206158430222|1195
206158430222|1201
206158430222|1205
206158430222|1421
206158430222|1614
206158430222|1674
206158430222|1759
206158430222|1764
206158430222|1930
206158430222|1953
206158430222|1984
206158430222|1985
206158430222|2003
206158430222|2018
206158430222|2049
206158430222|2083
206158430222|2095
206158430222|2118
206158430222|2787
206158430222|2797
206158430222|2823
206158430222|2848
206158430222|2895
206158430222|2928
206158430222|2959
206158430222|2966
206158430222|2973
206158430222|3024
206158430222|3026
206158430222|3048
206158430222|3070
206158430222|3111
206158430222|4849
206158430222|5078
206158430222|5117
206158430222|5159
206158430222|5191
206158430222|5192
206158430222|5258
206158430222|6395
206158430222|6418
206158430222|6945
206158430222|7580
206158430222|7683
206158430222|9036
206158430222|9084
206158430222|9170
206158430222|9177
206158430222|9477
206158430222|11254
206158430222|11375
206158430222|11408
206158430222|11531
206158430222|11743
206158430222|14036
618475290639|1421
962072674320|5258
343597383697|1178
481036337170|9477
549755813907|1614
618475290644|3048
755914244117|11408
481036337175|1930
618475290648|9084
893353197593|11254
687194767386|5078
274877906971|974
343597383708|1171
481036337181|1201
274877906974|1191
618475290655|3111
893353197600|5159
893353197601|299
549755813922|6945
824633720867|1764
1030792151076|206
962072674341|449
687194767398|2049
687194767401|2966
549755813930|1164
343597383723|5159
481036337196|9084
412316860461|280
412316860461|284
412316860461|448
412316860461|540
412316860461|806
412316860461|1028
412316860461|1185
412316860461|1615
412316860461|1644
412316860461|1984
412316860461|1985
412316860461|2779
412316860461|2799
412316860461|2826
412316860461|2878
412316860461|2890
412316860461|2945
412316860461|3004
412316860461|3010
412316860461|3083
412316860461|5156
412316860461|5158
412316860461|5854
412316860461|6071
412316860461|6377
412316860461|6658
412316860461|6962
412316860461|6990
412316860461|7534
412316860461|14189
412316860461|14956
1030792151086|1615
755914244143|806
481036337201|2779
893353197618|6071
412316860467|2826
687194767413|6377
755914244151|6377
893353197624|1644
618475290681|6990
962072674362|6962
962072674363|2779
687194767420|6071
1099511627837|14956
755914244158|6658
481036337215|2779
549755813952|540
893353197633|3004
481036337218|1644
549755813955|3083
893353197636|6962
687194767429|2878
962072674374|138
962072674374|206
962072674374|565
962072674374|587
962072674374|776
962072674374|778
962072674374|796
962072674374|976
962072674374|1207
962072674374|1444
962072674374|1547
962072674374|1667
962072674374|1681
962072674374|1996
962072674374|2077
962072674374|2085
962072674374|2785
962072674374|2788
962072674374|2816
962072674374|2838
962072674374|2869
962072674374|5192
962072674374|6385
962072674374|6409
962072674374|7594
962072674374|9317
962072674374|9474
1030792151113|6385
962072674378|2785
1030792151115|2788
77|139
77|278
77|522
77|524
77|598
77|801
77|807
77|973
77|1180
77|1614
77|1763
77|1764
77|1909
77|1953
77|1986
77|1992
77|2000
77|2001
77|2018
77|2048
77|2083
77|2782
77|2783
77|2801
77|2817
77|2827
77|2830
77|2836
77|2961
77|3072
77|3095
77|3109
77|4895
77|5013
77|5147
77|5303
77|5702
77|6363
77|6413
77|6945
77|7009
77|7015
77|7520
77|9146
77|9436
77|10782
549755813966|973
755914244175|9436
1030792151120|2048
824633720913|5013
137438953555|9146
1030792151124|5147
755914244181|1180
893353197654|3095
1030792151127|973
618475290712|3095
549755813979|5013
687194767452|2827
274877907037|3095
343597383774|2817
687194767455|2817
274877907040|1986
206158430305|2817
1030792151138|6413
412316860515|278
824633720932|139
618475290725|1614
481036337254|5303
412316860519|6363
206158430312|2817
893353197673|1986
481036337259|139
68719476844|2083
137438953581|598
274877907054|2827
824633720943|2961
274877907057|543
618475290738|543
1030792151155|543
687194767476|543
687194767478|543
481036337271|543
1030792151160|543
687194767481|543
412316860538|543
549755814012|543
618475290749|543
687194767486|543
962072674431|543
343597383808|543
412316860545|543
618475290754|543
962072674435|543
755914244228|543
343597383813|543
549755814022|543
412316860552|543
1030792151177|543
755914244234|543
1030792151179|543
137438953612|140
137438953612|205
137438953612|279
137438953612|417
137438953612|538
137438953612|565
137438953612|571
137438953612|577
137438953612|598
137438953612|795
137438953612|805
137438953612|973
137438953612|978
137438953612|1152
137438953612|1188
137438953612|1452
137438953612|1616
137438953612|1671
137438953612|1986
137438953612|2003
137438953612|2008
137438953612|2009
137438953612|2018
137438953612|2089
137438953612|2779
137438953612|2780
137438953612|2789
137438953612|2790
137438953612|2807
137438953612|2813
137438953612|2819
137438953612|2826
137438953612|2828
137438953612|2833
137438953612|2835
137438953612|2881
137438953612|2894
137438953612|2900
137438953612|2902
137438953612|2914
137438953612|2937
137438953612|2983
137438953612|2989
137438953612|2998
137438953612|3018
137438953612|3037
137438953612|3066
137438953612|3082
137438953612|3108
137438953612|4844
137438953612|4847
137438953612|5085
137438953612|5156
137438953612|5197
137438953612|6449
137438953612|6525
137438953612|6556
137438953612|6697
137438953612|6733
137438953612|6982
137438953612|7835
137438953612|8949
137438953612|9058
137438953612|9076
137438953612|9209
137438953612|9329
137438953612|9729
137438953612|9862
137438953612|10446
137438953612|10499
137438953612|11289
137438953612|11586
137438953612|11657
137438953612|12257
137438953612|12594
137438953612|13821
137438953612|14664
481036337293|461
481036337293|592
481036337293|1024
481036337293|1195
481036337293|1548
481036337293|1985
481036337293|1988
481036337293|2034
481036337293|2067
481036337293|2782
481036337293|5117
481036337293|5124
481036337293|5147
481036337293|7603
481036337293|13138
755914244238|1410
824633720975|975
824633720975|2086
824633720975|2782
824633720975|9261
824633720975|11226
206158430352|138
206158430352|147
206158430352|524
206158430352|570
206158430352|779
206158430352|788
206158430352|973
206158430352|1031
206158430352|1185
206158430352|1546
206158430352|1614
206158430352|1617
206158430352|1671
206158430352|1682
206158430352|1910
206158430352|1923
206158430352|1999
206158430352|2002
206158430352|2015
206158430352|2049
206158430352|2058
206158430352|2082
206158430352|2089
206158430352|2103
206158430352|2779
206158430352|2781
206158430352|2784
206158430352|2794
206158430352|2807
206158430352|2816
206158430352|2834
206158430352|2852
206158430352|2912
206158430352|2944
206158430352|2955
206158430352|2998
206158430352|3001
206158430352|3041
206158430352|3048
206158430352|3069
206158430352|3086
206158430352|5118
206158430352|5147
206158430352|5191
206158430352|5607
206158430352|5763
206158430352|6704
206158430352|7522
206158430352|7594
206158430352|7694
206158430352|8192
206158430352|8526
206158430352|8537
206158430352|9098
206158430352|9319
206158430352|10096
206158430352|11743
206158430352|11795
206158430352|13665
343597383825|1410
755914244242|139
755914244242|290
755914244242|584
755914244242|779
755914244242|781
755914244242|782
755914244242|783
755914244242|804
755914244242|1031
755914244242|1621
755914244242|1760
755914244242|1763
755914244242|1997
755914244242|2001
755914244242|2008
755914244242|2031
755914244242|2038
755914244242|2045
755914244242|2067
755914244242|2074
755914244242|2794
755914244242|2797
755914244242|2824
755914244242|2825
755914244242|2826
755914244242|2865
755914244242|2870
755914244242|2908
755914244242|2938
755914244242|2942
755914244242|2999
755914244242|3020
755914244242|3035
755914244242|3041
755914244242|3043
755914244242|3044
755914244242|5063
755914244242|5156
755914244242|5163
755914244242|6763
755914244242|6887
755914244242|6991
755914244242|7148
755914244242|7507
755914244242|7517
755914244242|8225
755914244242|8372
755914244242|10712
755914244242|10925
755914244242|11515
755914244242|11582
1030792151187|458
1030792151187|790
1030792151187|1200
1030792151187|2033
1030792151187|2789
1030792151187|2790
1030792151187|2871
1030792151187|2932
1030792151187|4966
1030792151187|7005
68719476884|224
137438953621|590
137438953621|777
137438953621|1747
137438953621|2903
137438953621|6383
137438953621|9510
549755814038|2903
274877907096|6383
687194767513|6383
824633720986|2903
893353197723|1747
962072674460|1747
1030792151197|590
481036337310|590
206158430367|777
274877907104|9510
549755814049|6383
274877907106|6383
755914244259|1747
343597383844|9510
893353197733|590
137438953638|590
206158430375|1747
893353197736|1747
1030792151209|6383
206158430378|1747
893353197739|1747
618475290796|777
962072674477|1747
1030792151214|590
274877907119|1747
893353197744|1747
481036337329|590
343597383858|2903
962072674483|9510
1030792151220|9510
618475290805|246
618475290805|1985
618475290805|2990
618475290805|6438
68719476918|6
68719476918|587
68719476918|588
68719476918|782
68719476918|1153
68719476918|1173
68719476918|1179
68719476918|1180
68719476918|1187
68719476918|1193
68719476918|1206
68719476918|1454
68719476918|1545
68719476918|1760
68719476918|1762
68719476918|1863
68719476918|1940
68719476918|2031
68719476918|2048
68719476918|2067
68719476918|5132
68719476918|6413
68719476918|6945
68719476918|9063
68719476918|9479
68719476918|11250
68719476918|11379
824633721015|11250
755914244280|6413
549755814073|1940
893353197754|2067
618475290811|588
893353197756|9063
1030792151229|11250
549755814078|6945
274877907135|2067
755914244288|5132
962072674497|5132
274877907138|1762
274877907139|6
137438953668|1193
618475290821|1940
412316860614|1940
687194767559|1545
206158430408|11379
206158430409|11250
549755814090|2067
824633721035|1760
824633721036|11250
412316860621|1940
274877907150|587
1030792151247|1180
618475290832|1179
412316860625|9479
755914244306|6
206158430419|1863
755914244309|1173
412316860630|1760
137438953687|782
687194767576|2
687194767576|2057
755914244313|198
755914244314|1524
755914244315|1524
962072674524|1524
962072674525|1524
962072674526|1524
824633721055|1524
1030792151266|1524
1030792151267|1524
893353197796|1524
962072674533|1524
893353197798|1524
549755814119|8
549755814119|468
549755814119|778
549755814119|791
549755814119|796
549755814119|1615
549755814119|1684
549755814119|1929
549755814119|1987
549755814119|1997
549755814119|2009
549755814119|2011
549755814119|2030
549755814119|2051
549755814119|2068
549755814119|2088
549755814119|2108
549755814119|2784
549755814119|2789
549755814119|2790
549755814119|2803
549755814119|2808
549755814119|2813
549755814119|2838
549755814119|2861
549755814119|2876
549755814119|2916
549755814119|2928
549755814119|2962
549755814119|2984
549755814119|2993
549755814119|3066
549755814119|3098
549755814119|5078
549755814119|5147
549755814119|5197
549755814119|6409
549755814119|6984
549755814119|6999
549755814119|7015
549755814119|7200
549755814119|7275
549755814119|7512
549755814119|7563
549755814119|10037
549755814119|10313
549755814119|11254
549755814119|11541
549755814119|11611
549755814119|11875
618475290856|2030
962072674538|2838
962072674540|2808
618475290862|2009
1030792151279|8
687194767601|7275
1030792151282|2088
755914244339|1987
1030792151284|2088
962072674550|2838
687194767607|2876
962072674552|1615
618475290873|2803
206158430458|6
206158430458|449
206158430458|543
206158430458|588
206158430458|590
206158430458|594
206158430458|808
206158430458|978
206158430458|1164
206158430458|1177
206158430458|1180
206158430458|1184
206158430458|1191
206158430458|1205
206158430458|1454
206158430458|1617
206158430458|1674
206158430458|1940
206158430458|2054
206158430458|2781
206158430458|2837
206158430458|2872
206158430458|6368
206158430458|6945
206158430458|6964
206158430458|7380
206158430458|7509
206158430458|9058
206158430458|9177
206158430458|9474
206158430458|9479
206158430458|11379
206158430458|11408
206158430458|11531
206158430458|11622
206158430458|11625
206158430458|11628
206158430458|11742
481036337403|201
481036337403|1178
481036337403|1204
481036337403|1988
481036337403|2059
481036337403|2821
481036337403|2950
481036337403|2993
481036337403|3033
481036337403|3048
481036337403|3065
481036337403|5119
481036337403|5435
481036337403|11254
481036337403|13898
1030792151293|1178
824633721086|3065
618475290879|3065
1099511628034|1204
824633721091|2821
824633721092|201
549755814149|3033
549755814150|3033
1030792151303|3065
824633721096|1178
618475290889|2059
618475290890|201
824633721099|1178
1030792151309|1204
618475290896|1204
755914244369|291
755914244369|470
755914244369|973
755914244369|974
755914244369|1023
755914244369|1175
755914244369|1398
755914244369|1532
755914244369|1749
755914244369|1763
755914244369|1985
755914244369|1986
755914244369|1992
755914244369|2114
755914244369|2777
755914244369|2785
755914244369|2789
755914244369|2791
755914244369|2793
755914244369|2864
755914244369|2895
755914244369|2942
755914244369|2959
755914244369|2979
755914244369|2984
755914244369|2991
755914244369|2998
755914244369|3005
755914244369|3013
755914244369|3025
755914244369|3027
755914244369|3046
755914244369|5114
755914244369|5192
755914244369|6340
755914244369|6383
755914244369|6740
755914244369|6980
755914244369|6987
755914244369|7522
755914244369|9638
755914244369|10449
755914244369|10513
755914244369|11824
893353197842|268
893353197842|776
893353197842|778
893353197842|1022
893353197842|1193
893353197842|1984
893353197842|1993
893353197842|2000
893353197842|2019
893353197842|2021
893353197842|2027
893353197842|2038
893353197842|2780
893353197842|2804
893353197842|2939
893353197842|2942
893353197842|3007
893353197842|5173
893353197842|6176
893353197842|10387
893353197842|12416
893353197842|14378
893353197843|1936
893353197843|2909
1030792151317|2909
1030792151320|1936
1030792151322|1936
206158430492|196
206158430492|1031
687194767645|1031
274877907230|1031
412316860704|1031
893353197857|196
618475290914|1031
824633721123|1031
481036337444|1031
893353197861|196
206158430503|1031
412316860712|1031
755914244393|1031
618475290922|1031
1030792151339|1031
618475290924|196
1030792151341|196
481036337454|196
481036337455|196
824633721136|1031
824633721137|196
549755814194|1031
549755814195|196
549755814196|1031
481036337461|1031
206158430519|1031
893353197880|1031
343597383993|65
343597383993|2123
343597383993|3111
343597383993|7407
343597383993|8736
824633721146|2123
412316860731|7407
893353197884|2123
755914244414|8736
481036337471|3111
755914244416|8736
618475290945|8736
755914244419|3111
755914244420|7407
1030792151365|8736
412316860742|65
549755814215|7407
755914244425|2123
1030792151370|2123
412316860747|65
618475290956|65
412316860749|8736
824633721166|7407
893353197905|3111
687194767698|1
893353197907|1
893353197908|1
755914244437|1
755914244438|1
1030792151383|1
962072674648|1
824633721177|1
962072674650|1
824633721180|1
962072674653|1
755914244446|1
1030792151391|1
1030792151392|1
962072674657|1410
206158430562|138
206158430562|144
206158430562|791
206158430562|977
206158430562|1171
206158430562|1174
206158430562|1177
206158430562|1178
206158430562|1184
206158430562|1185
206158430562|1188
206158430562|1189
206158430562|1190
206158430562|1193
206158430562|1198
206158430562|1545
206158430562|1674
206158430562|1759
206158430562|1763
206158430562|1985
206158430562|2117
206158430562|2779
206158430562|2781
206158430562|2853
206158430562|2880
206158430562|3007
206158430562|3065
206158430562|6411
206158430562|6413
206158430562|9474
206158430562|11250
206158430562|11625
274877907299|0
274877907299|1986
274877907299|1995
274877907299|2031
274877907299|2068
274877907299|2803
274877907299|2969
274877907299|3031
274877907299|6934
412316860772|1857
206158430569|470
206158430569|588
206158430569|598
206158430569|798
206158430569|805
206158430569|974
206158430569|1031
206158430569|1174
206158430569|1183
206158430569|1527
206158430569|1644
206158430569|1676
206158430569|1764
206158430569|1984
206158430569|1986
206158430569|1989
206158430569|1997
206158430569|1998
206158430569|2044
206158430569|2050
206158430569|2805
206158430569|2808
206158430569|2900
206158430569|2994
206158430569|3000
206158430569|3001
206158430569|3080
206158430569|4844
206158430569|4849
206158430569|5063
206158430569|5067
206158430569|5176
206158430569|5183
206158430569|6100
206158430569|6394
206158430569|6490
206158430569|6962
206158430569|7507
206158430569|7522
206158430569|7582
206158430569|7594
206158430569|7610
206158430569|9102
206158430569|9144
206158430569|9319
206158430569|10951
206158430569|11388
206158430569|11572
206158430569|12807
206158430569|13157
206158430569|13843
206158430569|13870
481036337514|13157
412316860779|3080
343597384044|798
412316860781|9319
687194767726|2805
1030792151407|2900
687194767728|2050
687194767731|1676
274877907316|6100
962072674677|13843
1030792151414|7594
962072674679|7610
412316860792|805
549755814265|7522
687194767739|1644
481036337532|1644
893353197949|1644
274877907326|1989
687194767743|7507
549755814272|11572
274877907329|1676
412316860802|1644
893353197955|470
206158430596|7610
893353197957|2805
893353197958|588
391|1749
391|2076
391|2797
1030792151432|2076
206158430601|1749
618475291018|1749
68719477131|2797
755914244492|1749
755914244493|2076
1030792151438|2076
618475291023|2797
206158430608|2076
343597384081|2076
402|1749
68719477139|1749
687194767764|1749
549755814293|2076
274877907350|1749
274877907351|2797
481036337560|2076
687194767769|2797
412316860826|2076
411|2076
412|2797
68719477149|1749
824633721246|1749
687194767775|1749
417|1749
549755814306|2076
274877907363|2797
137438953892|2797
549755814309|2076
481036337574|2076
687194767783|1749
962072674728|2797
687194767785|2797
274877907370|1749
274877907371|2076
549755814316|132
549755814316|140
549755814316|295
549755814316|573
549755814316|595
549755814316|596
549755814316|781
549755814316|798
549755814316|806
549755814316|1181
549755814316|1532
549755814316|1765
549755814316|1996
549755814316|2050
549755814316|2072
549755814316|2088
549755814316|2779
549755814316|2783
549755814316|2827
549755814316|2831
549755814316|2932
549755814316|2934
549755814316|2945
549755814316|2949
549755814316|2968
549755814316|3001
549755814316|3029
549755814316|3092
549755814316|4899
549755814316|4990
549755814316|5129
549755814316|6360
549755814316|6940
549755814316|7012
549755814316|7283
549755814316|7350
549755814316|9098
549755814316|10298
549755814316|10987
549755814316|11356
549755814316|11633
549755814316|11855
824633721261|3001
1030792151470|2934
687194767791|6360
824633721265|10987
824633721266|1996
824633721267|4990
962072674740|6360
824633721269|2831
1030792151478|132
893353198007|2934
1030792151480|7283
755914244537|7012
824633721274|806
687194767803|5129
824633721276|7012
1030792151485|2968
962072674750|1765
893353198015|11633
618475291072|4843
618475291074|4843
755914244547|4843
893353198022|4843
1030792151495|4843
962072674761|4843
1030792151498|4843
755914244555|4843
1030792151500|4843
824633721293|4843
687194767822|4843
618475291087|4843
755914244560|4843
1030792151506|4843
962072674771|4843
1030792151508|282
1030792151508|458
1030792151508|775
1030792151508|778
1030792151508|779
1030792151508|781
1030792151508|796
1030792151508|1164
1030792151508|1446
1030792151508|1506
1030792151508|1984
1030792151508|1988
1030792151508|2004
1030792151508|2007
1030792151508|2011
1030792151508|2017
1030792151508|2044
1030792151508|2051
1030792151508|2056
1030792151508|2058
1030792151508|2065
1030792151508|2100
1030792151508|2119
1030792151508|2778
1030792151508|2804
1030792151508|2806
1030792151508|2819
1030792151508|2832
1030792151508|2833
1030792151508|2846
1030792151508|2852
1030792151508|2916
1030792151508|2945
1030792151508|2961
1030792151508|2979
1030792151508|2990
1030792151508|3044
1030792151508|3056
1030792151508|3059
1030792151508|3077
1030792151508|3089
1030792151508|4955
1030792151508|5067
1030792151508|5182
1030792151508|5196
1030792151508|6004
1030792151508|6383
1030792151508|6413
1030792151508|6740
1030792151508|6981
1030792151508|6985
1030792151508|7032
1030792151508|7089
1030792151508|7218
1030792151508|7516
1030792151508|7523
1030792151508|9063
1030792151508|9317
1030792151508|10037
1030792151508|14791
1030792151512|1988
1030792151513|7523
618475291098|0
618475291098|8
618475291098|61
618475291098|139
618475291098|544
618475291098|566
618475291098|582
618475291098|593
618475291098|782
618475291098|978
618475291098|1174
618475291098|1186
618475291098|1198
618475291098|1505
618475291098|1547
618475291098|1615
618475291098|1672
618475291098|1760
618475291098|1910
618475291098|1988
618475291098|1994
618475291098|2001
618475291098|2004
618475291098|2006
618475291098|2020
618475291098|2097
618475291098|2115
618475291098|2786
618475291098|2793
618475291098|2799
618475291098|2812
618475291098|2837
618475291098|2843
618475291098|2851
618475291098|2890
618475291098|2926
618475291098|2974
618475291098|2983
618475291098|3000
618475291098|3001
618475291098|3029
618475291098|3046
618475291098|3050
618475291098|3061
618475291098|3077
618475291098|3079
618475291098|4847
618475291098|5115
618475291098|5142
618475291098|5192
618475291098|6365
618475291098|6368
618475291098|6369
618475291098|6933
618475291098|6954
618475291098|7032
618475291098|7109
618475291098|7335
618475291098|7545
618475291098|7570
618475291098|7572
618475291098|7601
618475291098|8130
618475291098|8154
618475291098|8503
618475291098|8816
618475291098|8862
618475291098|9024
618475291098|9195
618475291098|9293
618475291098|9333
618475291098|9479
618475291098|11376
618475291098|11408
618475291098|11474
618475291098|13375
618475291098|13735
618475291098|13818
618475291098|14639
755914244571|1198
687194767837|2851
824633721311|1198
824633721312|1672
962072674785|3001
824633721314|8130
824633721315|7545
755914244580|8503
962072674789|9293
824633721318|13375
962072674791|1672
1030792151528|61
687194767849|1672
481036337643|458
481036337643|806
481036337643|1668
481036337643|1670
481036337643|1985
481036337643|1993
481036337643|2011
481036337643|2066
481036337643|2785
481036337643|2788
481036337643|2794
481036337643|2898
481036337643|2929
481036337643|2953
481036337643|2968
481036337643|2969
481036337643|3073
481036337643|5115
481036337643|5170
481036337643|5183
481036337643|6976
481036337643|8882
481036337643|10289
549755814380|1672
549755814380|1749
893353198061|1749
1030792151534|1749
687194767855|1672
755914244593|1672
687194767858|1749
893353198067|1749
1030792151541|1672
687194767862|1749
755914244599|1672
618475291128|1672
618475291129|1672
618475291131|1672
893353198076|1672
962072674813|1749
618475291135|776
618475291135|1479
618475291135|1615
618475291135|2072
618475291135|2782
618475291135|2809
618475291135|2830
618475291135|5078
618475291135|6387
962072674816|1200
962072674816|1506
962072674816|1532
962072674816|1533
962072674816|1992
962072674816|1993
962072674816|2105
962072674816|2795
962072674816|6433
481036337665|6
481036337665|206
481036337665|583
481036337665|1173
481036337665|1180
481036337665|1185
481036337665|1206
481036337665|1910
481036337665|1984
481036337665|1987
481036337665|1989
481036337665|2023
481036337665|9058
481036337665|9102
481036337665|9188
481036337665|11247
481036337665|11377
824633721346|6
962072674819|1910
962072674820|206
481036337669|9058
824633721350|6
549755814407|9188
687194767880|11247
687194767881|1206
824633721354|1185
893353198093|206
549755814414|11247
755914244623|1987
824633721360|1206
1099511628305|1910
549755814418|1989
893353198099|9102
